ID,Target
373,15
374,6
375,28
376,8
377,25
378,10
379,10
380,12
381,22
382,3
383,0
384,15
385,2
386,0
387,2
388,23
389,10
390,17
391,26
392,23
393,17
394,19
395,11
396,20
397,24
398,29
399,26
400,2
401,24
402,23
403,14
404,7
405,28
406,17
407,19
408,19
409,3
410,21
411,7
412,13
413,9
414,9
415,10
416,19
417,0
418,15
419,13
420,18
421,3
422,10
423,7
424,5
425,26
426,13
427,15
428,5
429,16
430,26
431,18
432,2
433,28
434,17
435,14
436,23
437,14
438,11
439,26
440,1
441,13
442,3
443,29
444,0
445,2
446,20
447,7
448,14
449,16
450,18
451,27
452,9
453,14
454,12
455,6
456,6
457,21
458,29
459,24
460,24
461,18
462,21
463,19
464,21
465,3
466,19
467,11
468,28
469,19
470,9
471,25
472,20
473,7
474,13
475,5
476,21
477,0
478,14
479,28
480,11
481,12
482,13
483,4
484,22
485,11
486,6
487,11
488,20
489,2
490,13
491,5
492,25
493,13
494,11
495,19
496,6
497,15
498,21
499,17
500,25
501,10
502,19
503,27
504,29
505,22
506,25
507,18
508,28
509,7
510,6
511,20
512,18
513,19
514,14
515,24
516,5
517,11
518,0
519,20
520,29
521,12
522,0
523,6
524,20
525,13
526,1
527,23
528,29
529,5
530,7
531,21
532,9
533,0
534,24
535,0
536,19
537,9
538,2
539,6
540,19
541,10
542,26
543,4
544,12
545,1
546,18
547,22
548,27
549,6
550,19
551,3
552,17
553,9
554,6
555,0
556,8
557,11
558,27
559,7
560,15
561,15
562,10
563,26
564,13
565,13
566,18
567,28
568,12
569,1
570,17
571,19
572,29
573,7
574,19
575,3
576,20
577,12
578,15
579,1
580,21
581,20
582,6
583,1
584,5
585,16
586,9
587,17
588,2
589,11
590,3
591,27
592,26
593,13
594,20
595,14
596,10
597,26
598,17
599,26
600,27
601,4
602,17
603,21
604,20
605,5
606,1
607,6
608,3
609,11
610,26
611,9
612,3
613,3
614,29
615,27
616,19
617,17
618,26
619,24
620,17
621,22
622,20
623,0
624,21
625,10
626,0
627,17
628,18
629,1
630,28
631,23
632,11
633,27
634,17
635,3
636,12
637,6
638,0
639,5
640,19
641,10
642,28
643,27
644,25
645,26
646,29
647,19
648,3
649,2
650,15
651,0
652,3
653,19
654,8
655,15
656,17
657,5
658,28
659,27
660,11
661,18
662,27
663,12
664,3
665,25
666,12
667,8
668,9
669,11
670,10
671,26
672,21
673,20
674,1
675,14
676,29
677,3
678,24
679,4
680,18
681,27
682,18
683,1
684,21
685,0
686,14
687,1
688,9
689,17
690,0
691,15
692,25
693,27
694,13
695,27
696,8
697,19
698,6
699,23
700,10
701,17
702,15
703,13
704,13
705,1
706,29
707,22
708,27
709,5
710,11
711,1
712,20
713,6
714,20
715,19
716,5
717,19
718,2
719,15
720,27
721,13
722,28
723,6
724,6
725,21
726,14
727,12
728,28
729,23
730,7
731,4
732,4
733,25
734,1
735,27
736,13
737,24
738,18
739,0
740,21
741,16
742,15
743,8
744,16
745,9
746,29
747,2
748,21
749,14
750,19
751,9
752,27
753,25
754,29
755,29
756,16
757,8
758,7
759,13
760,0
761,3
762,24
763,25
764,8
765,8
766,22
767,13
768,3
769,0
770,9
771,20
772,6
773,24
774,10
775,25
776,0
777,10
778,29
779,0
780,1
781,7
782,3
783,12
784,11
785,3
786,15
787,29
788,2
789,1
790,11
791,28
792,15
793,11
794,23
795,6
796,10
797,18
798,18
799,24
800,20
801,15
802,19
803,19
804,26
805,24
806,26
807,8
808,26
809,7
810,6
811,28
812,11
813,18
814,23
815,11
816,14
817,12
818,8
819,28
820,25
821,1
822,10
823,8
824,4
825,18
826,24
827,0
828,12
829,4
830,3
831,23
832,27
833,19
834,22
835,28
836,23
837,15
838,17
839,15
840,2
841,27
842,12
843,15
844,10
845,23
846,10
847,18
848,16
849,27
850,6
851,22
852,18
853,16
854,9
855,28
856,13
857,19
858,8
859,6
860,4
861,13
862,21
863,7
864,12
865,8
866,5
867,19
868,0
869,25
870,18
871,18
872,19
873,27
874,23
875,17
876,10
877,6
878,11
879,14
880,16
881,23
882,10
883,11
884,10
885,21
886,6
887,23
888,27
889,17
890,1
891,22
892,1
893,10
894,15
895,6
896,4
897,21
898,27
899,27
900,17
901,9
902,6
903,17
904,22
905,0
906,16
907,10
908,3
909,16
910,1
911,19
912,0
913,27
914,6
915,10
916,28
917,11
918,0
919,29
920,24
921,26
922,28
923,26
924,19
925,18
926,24
927,15
928,19
929,18
930,4
931,26
932,6
933,13
934,14
935,2
936,19
937,28
938,9
939,19
940,8
941,26
942,27
943,19
944,0
945,15
946,20
947,4
948,5
949,1
950,10
951,3
952,29
953,3
954,14
955,14
956,28
957,22
958,0
959,2
960,27
961,2
962,22
963,28
964,12
965,13
966,3
967,19
968,28
969,3
970,3
971,25
972,28
973,27
974,12
975,3
976,3
977,29
978,2
979,1
980,24
981,8
982,23
983,17
984,24
985,24
986,26
987,20
988,16
989,15
990,28
991,27
992,11
993,5
994,2
995,2
996,7
997,19
998,26
999,26
1000,29
1001,24
1002,19
1003,24
1004,20
1005,26
1006,22
1007,3
1008,17
1009,23
1010,27
1011,9
1012,29
1013,7
1014,11
1015,16
1016,23
1017,4
1018,29
1019,8
1020,27
1021,13
1022,9
1023,22
1024,24
1025,0
1026,5
1027,28
1028,26
1029,14
1030,25
1031,25
1032,8
1033,0
1034,21
1035,28
1036,8
1037,29
1038,19
1039,23
1040,13
1041,28
1042,15
1043,22
1044,6
1045,6
1046,12
1047,13
1048,15
1049,21
1050,9
1051,10
1052,25
1053,25
1054,27
1055,3
1056,0
1057,16
1058,11
1059,2
1060,7
1061,6
1062,1
1063,12
1064,9
1065,20
1066,5
1067,17
1068,25
1069,6
1070,2
1071,29
1072,20
1073,28
1074,15
1075,29
1076,7
1077,25
1078,4
1079,15
1080,27
1081,17
1082,21
1083,8
1084,19
1085,5
1086,5
1087,25
1088,22
1089,12
1090,17
1091,14
1092,12
1093,17
1094,19
1095,11
1096,18
1097,11
1098,6
1099,9
1100,10
1101,1
1102,5
1103,14
1104,27
1105,10
1106,6
1107,18
1108,21
1109,13
1110,10
1111,11
1112,28
1113,6
1114,13
1115,26
1116,6
1117,14
1118,26
1119,1
1120,16
1121,7
1122,25
1123,16
1124,18
1125,16
1126,24
1127,28
1128,13
1129,21
1130,25
1131,27
1132,18
1133,7
1134,16
1135,2
1136,17
1137,21
1138,24
1139,1
1140,14
1141,0
1142,27
1143,11
1144,20
1145,0
1146,7
1147,14
1148,9
1149,21
1150,26
1151,15
1152,7
1153,27
1154,26
1155,1
1156,27
1157,10
1158,1
1159,4
1160,19
1161,20
1162,17
1163,21
1164,27
1165,4
1166,7
1167,7
1168,25
1169,28
1170,8
1171,11
1172,9
1173,22
1174,0
1175,16
1176,22
1177,19
1178,21
1179,10
1180,23
1181,0
1182,20
1183,26
1184,6
1185,22
1186,9
1187,26
1188,7
1189,9
1190,28
1191,6
1192,10
1193,15
1194,20
1195,24
1196,23
1197,5
1198,29
1199,6
1200,20
1201,18
1202,22
1203,1
1204,22
1205,12
1206,3
1207,15
1208,23
1209,26
1210,13
1211,6
1212,19
1213,8
1214,10
1215,13
1216,19
1217,26
1218,28
1219,8
1220,17
1221,0
1222,29
1223,18
1224,11
1225,17
1226,27
1227,2
1228,3
1229,24
1230,17
1231,5
1232,10
1233,6
1234,12
1235,24
1236,7
1237,1
1238,28
1239,7
1240,21
1241,22
1242,14
1243,16
1244,24
1245,10
1246,24
1247,8
1248,21
1249,17
1250,5
1251,27
1252,22
1253,22
1254,1
1255,22
1256,15
1257,28
1258,24
1259,11
1260,10
1261,27
1262,15
1263,4
1264,11
1265,3
1266,7
1267,18
1268,23
1269,25
1270,13
1271,4
1272,14
1273,4
1274,17
1275,29
1276,20
1277,11
1278,29
1279,26
1280,11
1281,6
1282,19
1283,19
1284,4
1285,8
1286,2
1287,1
1288,25
1289,7
1290,14
1291,1
1292,11
1293,28
1294,2
1295,27
1296,23
1297,6
1298,25
1299,23
1300,13
1301,6
1302,10
1303,18
1304,26
1305,0
1306,28
1307,29
1308,15
1309,3
1310,2
1311,13
1312,7
1313,26
1314,6
1315,15
1316,15
1317,25
1318,4
1319,14
1320,11
1321,10
1322,13
1323,21
1324,0
1325,27
1326,16
1327,27
1328,20
1329,19
1330,22
1331,26
1332,11
1333,23
1334,13
1335,2
1336,12
1337,10
1338,14
1339,28
1340,1
1341,12
1342,4
1343,12
1344,8
1345,12
1346,19
1347,10
1348,4
1349,2
1350,4
1351,25
1352,24
1353,21
1354,25
1355,16
1356,29
1357,5
1358,17
1359,8
1360,23
1361,18
1362,23
1363,6
1364,12
1365,26
1366,6
1367,15
1368,5
1369,13
1370,19
1371,1
1372,8
1373,10
1374,12
1375,11
1376,26
1377,7
1378,4
1379,28
1380,12
1381,9
1382,29
1383,23
1384,6
1385,0
1386,1
1387,14
1388,0
1389,21
1390,23
1391,10
1392,5
1393,4
1394,24
1395,12
1396,12
1397,18
1398,22
1399,11
1400,1
1401,1
1402,21
1403,10
1404,18
1405,21
1406,2
1407,21
1408,4
1409,3
1410,19
1411,18
1412,26
1413,7
1414,8
1415,28
1416,9
1417,22
1418,23
1419,10
1420,18
1421,17
1422,14
1423,0
1424,19
1425,1
1426,9
1427,1
1428,28
1429,14
1430,1
1431,28
1432,11
1433,15
1434,10
1435,19
1436,1
1437,23
1438,4
1439,29
1440,4
1441,21
1442,26
1443,0
1444,26
1445,18
1446,15
1447,3
1448,6
1449,24
1450,17
1451,23
1452,23
1453,4
1454,5
1455,8
1456,12
1457,27
1458,12
1459,4
1460,9
1461,6
1462,21
1463,11
1464,28
1465,16
1466,19
1467,28
1468,18
1469,0
1470,9
1471,2
1472,25
1473,1
1474,26
1475,23
1476,27
1477,23
1478,0
1479,18
1480,23
1481,21
1482,29
1483,10
1484,1
1485,7
1486,11
1487,7
1488,1
1489,4
1490,14
1491,9
1492,3
1493,7
1494,28
1495,25
1496,17
1497,12
1498,24
1499,10
1500,5
1501,28
1502,3
1503,19
1504,18
1505,17
1506,27
1507,12
1508,21
1509,13
1510,4
1511,11
1512,5
1513,28
1514,29
1515,4
1516,24
1517,15
1518,1
1519,2
1520,4
1521,15
1522,0
1523,15
1524,11
1525,3
1526,27
1527,8
1528,17
1529,14
1530,24
1531,3
1532,21
1533,11
1534,10
1535,7
1536,16
1537,29
1538,7
1539,15
1540,19
1541,8
1542,26
1543,21
1544,12
1545,17
1546,15
1547,28
1548,11
1549,2
1550,15
1551,28
1552,3
1553,24
1554,7
1555,5
1556,0
1557,3
1558,0
1559,7
1560,8
1561,20
1562,11
1563,17
1564,12
1565,10
1566,18
1567,15
1568,20
1569,12
1570,7
1571,22
1572,14
1573,20
1574,14
1575,10
1576,27
1577,15
1578,8
1579,24
1580,26
1581,24
1582,15
1583,18
1584,23
1585,27
1586,0
1587,22
1588,12
1589,16
1590,5
1591,1
1592,21
1593,15
1594,10
1595,24
1596,5
1597,16
1598,19
1599,10
1600,14
1601,10
1602,0
1603,4
1604,29
1605,25
1606,9
1607,24
1608,26
1609,0
1610,12
1611,27
1612,26
1613,8
1614,4
1615,11
1616,18
1617,25
1618,11
1619,24
1620,21
1621,0
1622,28
1623,12
1624,26
1625,16
1626,11
1627,23
1628,24
1629,24
1630,0
1631,17
1632,28
1633,26
1634,17
1635,2
1636,11
1637,26
1638,12
1639,1
1640,6
1641,9
1642,15
1643,5
1644,8
1645,7
1646,24
1647,10
1648,0
1649,28
1650,21
1651,6
1652,4
1653,6
1654,19
1655,12
1656,8
1657,27
1658,13
1659,9
1660,16
1661,15
1662,6
1663,22
1664,17
1665,22
1666,18
1667,21
1668,13
1669,25
1670,20
1671,18
1672,13
1673,23
1674,19
1675,9
1676,4
1677,1
1678,16
1679,25
1680,24
1681,7
1682,26
1683,8
1684,3
1685,15
1686,1
1687,0
1688,14
1689,17
1690,23
1691,29
1692,23
1693,17
1694,28
1695,11
1696,2
1697,25
1698,17
1699,4
1700,3
1701,20
1702,7
1703,18
1704,17
1705,17
1706,11
1707,16
1708,11
1709,15
1710,13
1711,4
1712,14
1713,0
1714,25
1715,5
1716,13
1717,29
1718,28
1719,6
1720,5
1721,18
1722,7
1723,13
1724,13
1725,23
1726,14
1727,14
1728,17
1729,2
1730,22
1731,3
1732,19
1733,25
1734,23
1735,19
1736,10
1737,10
1738,6
1739,9
1740,28
1741,14
1742,19
1743,2
1744,21
1745,6
1746,11
1747,6
1748,8
1749,22
1750,25
1751,10
1752,0
1753,17
1754,2
1755,16
1756,13
1757,17
1758,24
1759,12
1760,3
1761,23
1762,2
1763,29
1764,26
1765,15
1766,12
1767,19
1768,0
1769,28
1770,2
1771,12
1772,7
1773,2
1774,8
1775,10
1776,18
1777,25
1778,13
1779,21
1780,6
1781,10
1782,25
1783,4
1784,26
1785,26
1786,25
1787,17
1788,29
1789,19
1790,6
1791,15
1792,25
1793,0
1794,16
1795,2
1796,25
1797,10
1798,6
1799,7
1800,20
1801,13
1802,28
1803,12
1804,11
1805,28
1806,13
1807,24
1808,16
1809,14
1810,26
1811,7
1812,15
1813,3
1814,4
1815,29
1816,11
1817,2
1818,1
1819,10
1820,2
1821,19
1822,26
1823,17
1824,19
1825,28
1826,13
1827,2
1828,26
1829,12
1830,24
1831,27
1832,17
1833,22
1834,13
1835,24
1836,19
1837,8
1838,18
1839,20
1840,4
1841,19
1842,25
1843,15
1844,29
1845,12
1846,21
1847,4
1848,1
1849,26
1850,13
1851,16
1852,13
1853,5
1854,0
1855,29
1856,10
1857,27
1858,22
1859,10
1860,19
1861,3
1862,27
1863,23
1864,13
1865,18
1866,15
1867,20
1868,18
1869,4
1870,8
1871,21
1872,28
1873,3
1874,11
1875,6
1876,22
1877,3
1878,27
1879,8
1880,18
1881,6
1882,15
1883,0
1884,8
1885,1
1886,8
1887,18
1888,17
1889,18
1890,24
1891,29
1892,15
1893,4
1894,2
1895,7
1896,18
1897,22
1898,6
1899,21
1900,28
1901,8
1902,15
1903,27
1904,29
1905,10
1906,22
1907,6
1908,23
1909,28
1910,28
1911,28
1912,12
1913,23
1914,22
1915,26
1916,27
1917,10
1918,26
1919,1
1920,15
1921,10
1922,28
1923,13
1924,28
1925,14
1926,4
1927,5
1928,15
1929,12
1930,7
1931,10
1932,12
1933,6
1934,10
1935,6
1936,6
1937,19
1938,9
1939,13
1940,4
1941,8
1942,29
1943,27
1944,24
1945,14
1946,24
1947,25
1948,23
1949,28
1950,8
1951,10
1952,3
1953,2
1954,28
1955,19
1956,1
1957,5
1958,17
1959,15
1960,13
1961,1
1962,28
1963,9
1964,18
1965,1
1966,2
1967,9
1968,21
1969,25
1970,5
1971,12
1972,29
1973,21
1974,16
1975,7
1976,15
1977,4
1978,18
1979,16
1980,0
1981,17
1982,12
1983,27
1984,14
1985,16
1986,15
1987,10
1988,14
1989,20
1990,10
1991,6
1992,20
1993,8
1994,17
1995,15
1996,7
1997,29
1998,0
1999,15
2000,11
2001,23
2002,17
2003,28
2004,17
2005,12
2006,2
2007,16
2008,27
2009,12
2010,8
2011,1
2012,9
2013,6
2014,17
2015,2
2016,16
2017,1
2018,0
2019,6
2020,24
2021,17
2022,18
2023,21
2024,16
2025,10
2026,16
2027,22
2028,1
2029,18
2030,29
2031,27
2032,7
2033,0
2034,6
2035,29
2036,1
2037,17
2038,1
2039,5
2040,6
2041,23
2042,3
2043,18
2044,0
2045,7
2046,10
2047,20
2048,23
2049,20
2050,6
2051,2
2052,8
2053,1
2054,0
2055,18
2056,9
2057,20
2058,5
2059,6
2060,23
2061,28
2062,15
2063,20
2064,26
2065,3
2066,19
2067,24
2068,22
2069,24
2070,17
2071,23
2072,21
2073,1
2074,8
2075,6
2076,1
2077,6
2078,26
2079,14
2080,17
2081,8
2082,0
2083,1
2084,23
2085,3
2086,5
2087,12
2088,4
2089,7
2090,12
2091,16
2092,18
2093,25
2094,26
2095,3
2096,27
2097,15
2098,25
2099,18
2100,8
2101,5
2102,11
2103,1
2104,8
2105,15
2106,11
2107,26
2108,25
2109,0
2110,21
2111,6
2112,6
2113,15
2114,6
2115,10
2116,11
2117,25
2118,8
2119,25
2120,26
2121,14
2122,28
2123,18
2124,6
2125,22
2126,3
2127,8
2128,24
2129,28
2130,14
2131,23
2132,14
2133,27
2134,13
2135,23
2136,19
2137,10
2138,24
2139,18
2140,20
2141,7
2142,27
2143,6
2144,7
2145,19
2146,6
2147,29
2148,29
2149,26
2150,28
2151,9
2152,16
2153,0
2154,6
2155,15
2156,23
2157,27
2158,12
2159,20
2160,9
2161,13
2162,3
2163,21
2164,14
2165,27
2166,17
2167,12
2168,11
2169,10
2170,26
2171,23
2172,26
2173,23
2174,16
2175,4
2176,18
2177,20
2178,10
2179,3
2180,9
2181,21
2182,18
2183,29
2184,10
2185,19
2186,4
2187,9
2188,21
2189,25
2190,20
2191,29
2192,26
2193,20
2194,16
2195,23
2196,29
2197,29
2198,27
2199,11
2200,0
2201,9
2202,18
2203,28
2204,11
2205,24
2206,25
2207,11
2208,5
2209,18
2210,18
2211,19
2212,6
2213,8
2214,13
2215,25
2216,24
2217,19
2218,15
2219,10
2220,24
2221,21
2222,19
2223,19
2224,0
2225,17
2226,27
2227,24
2228,29
2229,27
2230,9
2231,23
2232,13
2233,19
2234,13
2235,3
2236,12
2237,21
2238,9
2239,20
2240,11
2241,11
2242,18
2243,24
2244,2
2245,11
2246,25
2247,4
2248,6
2249,25
2250,20
2251,18
2252,26
2253,12
2254,3
2255,6
2256,23
2257,2
2258,4
2259,7
2260,18
2261,17
2262,7
2263,25
2264,3
2265,16
2266,4
2267,29
2268,20
2269,18
2270,15
2271,13
2272,3
2273,17
2274,15
2275,17
2276,8
2277,12
2278,29
2279,1
2280,17
2281,0
2282,3
2283,18
2284,27
2285,17
2286,18
2287,19
2288,15
2289,13
2290,17
2291,11
2292,0
2293,27
2294,10
2295,7
2296,13
2297,8
2298,28
2299,20
2300,27
2301,4
2302,6
2303,7
2304,8
2305,27
2306,15
2307,24
2308,2
2309,22
2310,0
2311,29
2312,2
2313,11
2314,14
2315,27
2316,26
2317,19
2318,5
2319,8
2320,18
2321,23
2322,19
2323,0
2324,29
2325,21
2326,7
2327,24
2328,28
2329,27
2330,11
2331,18
2332,19
2333,29
2334,23
2335,9
2336,6
2337,6
2338,5
2339,0
2340,21
2341,23
2342,16
2343,21
2344,14
2345,23
2346,15
2347,18
2348,29
2349,19
2350,16
2351,4
2352,27
2353,6
2354,15
2355,1
2356,16
2357,17
2358,0
2359,24
2360,27
2361,29
2362,11
2363,2
2364,0
2365,16
2366,0
2367,23
2368,1
2369,3
2370,28
2371,14
2372,17
2373,11
2374,17
2375,6
2376,29
2377,15
2378,13
2379,3
2380,18
2381,3
2382,15
2383,25
2384,20
2385,6
2386,14
2387,23
2388,22
2389,6
2390,10
2391,17
2392,19
2393,29
2394,24
2395,27
2396,24
2397,0
2398,11
2399,18
2400,23
2401,6
2402,10
2403,21
2404,2
2405,18
2406,25
2407,11
2408,8
2409,8
2410,8
2411,12
2412,11
2413,8
2414,19
2415,10
2416,29
2417,4
2418,27
2419,11
2420,10
2421,23
2422,12
2423,8
2424,1
2425,9
2426,17
2427,16
2428,3
2429,5
2430,21
2431,13
2432,26
2433,12
2434,14
2435,1
2436,22
2437,6
2438,20
2439,1
2440,28
2441,28
2442,24
2443,9
2444,6
2445,20
2446,10
2447,16
2448,6
2449,19
2450,27
2451,12
2452,27
2453,2
2454,23
2455,23
2456,17
2457,22
2458,0
2459,18
2460,4
2461,8
2462,13
2463,0
2464,11
2465,20
2466,0
2467,29
2468,11
2469,16
2470,24
2471,17
2472,6
2473,3
2474,3
2475,9
2476,25
2477,26
2478,18
2479,5
2480,12
2481,1
2482,26
2483,6
2484,25
2485,2
2486,29
2487,12
2488,14
2489,0
2490,12
2491,11
2492,0
2493,14
2494,15
2495,14
2496,28
2497,28
2498,22
2499,14
2500,10
2501,24
2502,28
2503,5
2504,20
2505,14
2506,15
2507,0
2508,21
2509,16
2510,28
2511,18
2512,13
2513,26
2514,29
2515,4
2516,24
2517,6
2518,18
2519,15
2520,17
2521,8
2522,11
2523,27
2524,26
2525,24
2526,18
2527,20
2528,25
2529,29
2530,29
2531,0
2532,15
2533,13
2534,20
2535,11
2536,17
2537,23
2538,12
2539,19
2540,25
2541,13
2542,24
2543,9
2544,19
2545,17
2546,17
2547,27
2548,0
2549,4
2550,26
2551,1
2552,19
2553,4
2554,12
2555,11
2556,20
2557,20
2558,23
2559,11
2560,11
2561,19
2562,5
2563,23
2564,7
2565,17
2566,1
2567,6
2568,9
2569,14
2570,21
2571,5
2572,21
2573,12
2574,6
2575,17
2576,13
2577,19
2578,9
2579,26
2580,19
2581,29
2582,25
2583,19
2584,3
2585,24
2586,10
2587,28
2588,7
2589,10
2590,5
2591,12
2592,3
2593,10
2594,12
2595,12
2596,21
2597,8
2598,19
2599,21
2600,21
2601,28
2602,6
2603,21
2604,4
2605,19
2606,17
2607,4
2608,4
2609,1
2610,13
2611,11
2612,15
2613,27
2614,21
2615,7
2616,17
2617,10
2618,18
2619,21
2620,5
2621,17
2622,24
2623,16
2624,13
2625,11
2626,11
2627,5
2628,26
2629,25
2630,26
2631,19
2632,6
2633,26
2634,6
2635,1
2636,19
2637,6
2638,28
2639,3
2640,3
2641,27
2642,10
2643,7
2644,21
2645,20
2646,25
2647,14
2648,1
2649,26
2650,15
2651,22
2652,28
2653,15
2654,11
2655,11
2656,14
2657,6
2658,11
2659,17
2660,8
2661,20
2662,5
2663,21
2664,1
2665,26
2666,18
2667,15
2668,29
2669,1
2670,3
2671,23
2672,19
2673,27
2674,12
2675,20
2676,7
2677,1
2678,13
2679,17
2680,17
2681,12
2682,16
2683,18
2684,16
2685,14
2686,7
2687,7
2688,6
2689,7
2690,11
2691,27
2692,19
2693,16
2694,29
2695,24
2696,27
2697,3
2698,23
2699,17
2700,25
2701,19
2702,13
2703,23
2704,10
2705,22
2706,18
2707,14
2708,21
2709,19
2710,6
2711,28
2712,6
2713,1
2714,4
2715,15
2716,11
2717,26
2718,7
2719,18
2720,25
2721,4
2722,28
2723,20
2724,8
2725,10
2726,10
2727,11
2728,23
2729,8
2730,25
2731,28
2732,2
2733,15
2734,27
2735,9
2736,3
2737,17
2738,21
2739,28
2740,27
2741,19
2742,19
2743,28
2744,14
2745,25
2746,10
2747,28
2748,22
2749,0
2750,22
2751,14
2752,28
2753,7
2754,28
2755,2
2756,13
2757,22
2758,15
2759,11
2760,15
2761,15
2762,19
2763,12
2764,7
2765,10
2766,9
2767,0
2768,7
2769,8
2770,15
2771,19
2772,18
2773,0
2774,18
2775,1
2776,2
2777,23
2778,16
2779,26
2780,17
2781,27
2782,16
2783,4
2784,10
2785,11
2786,19
2787,21
2788,0
2789,13
2790,2
2791,25
2792,0
2793,6
2794,12
2795,19
2796,11
2797,5
2798,19
2799,27
2800,19
2801,21
2802,8
2803,7
2804,18
2805,6
2806,8
2807,25
2808,29
2809,27
2810,15
2811,28
2812,20
2813,8
2814,19
2815,8
2816,3
2817,15
2818,12
2819,3
2820,27
2821,12
2822,10
2823,25
2824,26
2825,23
2826,11
2827,11
2828,5
2829,2
2830,4
2831,18
2832,0
2833,23
2834,15
2835,3
2836,23
2837,29
2838,9
2839,5
2840,1
2841,23
2842,27
2843,20
2844,11
2845,17
2846,28
2847,16
2848,19
2849,6
2850,13
2851,24
2852,28
2853,27
2854,27
2855,29
2856,13
2857,24
2858,23
2859,0
2860,23
2861,24
2862,25
2863,25
2864,15
2865,18
2866,20
2867,6
2868,13
2869,0
2870,13
2871,21
2872,0
2873,24
2874,6
2875,9
2876,15
2877,21
2878,6
2879,25
2880,16
2881,5
2882,28
2883,29
2884,5
2885,26
2886,16
2887,12
2888,7
2889,13
2890,8
2891,29
2892,15
2893,27
2894,22
2895,29
2896,1
2897,9
2898,21
2899,25
2900,25
2901,20
2902,11
2903,29
2904,14
2905,21
2906,1
2907,0
2908,8
2909,7
2910,25
2911,21
2912,29
2913,21
2914,26
2915,19
2916,7
2917,21
2918,27
2919,10
2920,23
2921,24
2922,7
2923,8
2924,22
2925,5
2926,3
2927,27
2928,18
2929,11
2930,17
2931,9
2932,18
2933,29
2934,29
2935,13
2936,15
2937,28
2938,28
2939,16
2940,17
2941,28
2942,23
2943,11
2944,26
2945,6
2946,0
2947,19
2948,9
2949,7
2950,6
2951,26
2952,8
2953,14
2954,25
2955,13
2956,22
2957,19
2958,29
2959,21
2960,4
2961,20
2962,25
2963,24
2964,14
2965,10
2966,5
2967,5
2968,6
2969,10
2970,15
2971,13
2972,12
2973,8
2974,3
2975,19
2976,17
2977,27
2978,15
2979,20
2980,17
2981,17
2982,7
2983,29
2984,29
2985,6
2986,6
2987,8
2988,27
2989,10
2990,23
2991,2
2992,5
2993,10
2994,15
2995,15
2996,0
